seq,commit_ts,op,tarjeta,perfil,zona_residencia,estado
14358,2026-06-21T09:44:00,UPDATE,SIN-TARJETA,estudiante,Zona 4,ACTIVA
14359,2026-06-21T08:39:00,UPDATE,TC-00054162,trabajador,Zona 12,ACTIVA
14360,2026-06-21T09:29:00,UPDATE,TC-00010242,adulto_mayor,Zona 13,ACTIVA
14361,2026-06-21T14:05:00,UPDATE,SIN-TARJETA,estudiante,San Miguel Petapa,ACTIVA
14362,2026-06-21T03:56:00,UPDATE,TC-00034023,trabajador,Zona 13,ACTIVA
14363,2026-06-21T17:54:00,UPDATE,TC-00022960,trabajador,Zona 8,ACTIVA
14364,2026-06-21T02:51:00,UPDATE,TC-00015472,general,Zona 7,ACTIVA
14365,2026-06-21T15:29:00,UPDATE,0000002749,estudiante,Santa Catarina Pinula,ACTIVA
14366,2026-06-21T13:36:00,UPDATE,TC-00013629,adulto_mayor,Zona 13,ACTIVA
14367,2026-06-21T08:47:00,UPDATE,0000025228,estudiante,Zona 17,ACTIVA
14368,2026-06-21T13:24:00,UPDATE,TC-00035262,estudiante,Zona 6,ACTIVA
14369,2026-06-21T10:06:00,UPDATE,0000022642,trabajador,Zona 6,ACTIVA
14370,2026-06-21T00:24:00,UPDATE,TC-00047092,adulto_mayor,Zona 17,ACTIVA
14371,2026-06-21T04:53:00,UPDATE,TC-00030289,adulto_mayor,Zona 10,ACTIVA
14372,2026-06-21T07:34:00,UPDATE,SIN-TARJETA,general,San Miguel Petapa,ACTIVA
14373,2026-06-21T12:46:00,UPDATE,TC-00025908,trabajador,Zona 8,ACTIVA
14374,2026-06-21T05:55:00,UPDATE,SIN-TARJETA,estudiante,San Miguel Petapa,ACTIVA
14375,2026-06-21T20:28:00,UPDATE,0000002411,general,Zona 9,ACTIVA
14376,2026-06-21T20:57:00,UPDATE,TC-00037166,general,Zona 12,ACTIVA
14377,2026-06-21T17:39:00,UPDATE,TC-00006956,estudiante,Zona 1,ACTIVA
14378,2026-06-21T14:48:00,UPDATE,TC-00028770,adulto_mayor,San Miguel Petapa,ACTIVA
14379,2026-06-21T21:57:00,UPDATE,TC-00036563,estudiante,Zona 4,ACTIVA
14380,2026-06-21T06:29:00,UPDATE,TC-00024860,trabajador,Zona 13,ACTIVA
14381,2026-06-21T22:25:00,UPDATE,TC-00059321,trabajador,Zona 18,ACTIVA
14382,2026-06-21T18:20:00,UPDATE,TC-00024784,general,Zona 4,ACTIVA
14383,2026-06-21T08:07:00,UPDATE,TC-00058344,general,Zona 11,ACTIVA
14384,2026-06-21T09:36:00,UPDATE,TC-00012753,trabajador,Zona 8,ACTIVA
14385,2026-06-21T00:14:00,UPDATE,TC-00033197,estudiante,Mixco,ACTIVA
14386,2026-06-21T04:42:00,UPDATE,TC-00000252,estudiante,Santa Catarina Pinula,ACTIVA
14387,2026-06-21T14:28:00,UPDATE,TC-00006789,adulto_mayor,Santa Catarina Pinula,ACTIVA
14388,2026-06-21T14:10:00,UPDATE,SIN-TARJETA,trabajador,Zona 10,ACTIVA
14389,2026-06-21T20:05:00,UPDATE,TC-00024720,adulto_mayor,Villa Nueva,ACTIVA
14390,2026-06-21T21:25:00,UPDATE,TC-00058116,trabajador,San Miguel Petapa,ACTIVA
14391,2026-06-21T07:25:00,UPDATE,TC-00059140,general,Zona 17,ACTIVA
14392,2026-06-21T06:39:00,UPDATE,TC-00020649,trabajador,Santa Catarina Pinula,ACTIVA
14393,2026-06-21T10:20:00,UPDATE,TC-00041661,adulto_mayor,Zona 12,ACTIVA
14394,2026-06-21T13:44:00,UPDATE,TC-00050231,general,Zona 18,ACTIVA
14395,2026-06-21T16:13:00,UPDATE,MR0007184,estudiante,Zona 17,ACTIVA
14396,2026-06-21T06:45:00,UPDATE,TC-00048667,trabajador,Zona 9,ACTIVA
14397,2026-06-21T03:09:00,UPDATE,0000007590,estudiante,Santa Catarina Pinula,ACTIVA
14398,2026-06-21T08:15:00,UPDATE,TC-00032329,estudiante,Zona 6,ACTIVA
14399,2026-06-21T05:14:00,UPDATE,0000003137,trabajador,Zona 17,ACTIVA
14400,2026-06-21T05:54:00,UPDATE,TC-00020618,adulto_mayor,Zona 1,ACTIVA
14401,2026-06-21T19:27:00,DELETE,TC-00030288,,,
14402,2026-06-21T09:41:00,DELETE,TC-00024666,,,
14403,2026-06-21T19:15:00,DELETE,TC-00045253,,,
14404,2026-06-21T23:06:00,DELETE,0000017526,,,
14405,2026-06-21T13:17:00,DELETE,0000013178,,,
14406,2026-06-21T14:06:00,DELETE,TC-00015550,,,
14407,2026-06-21T10:30:00,DELETE,TC-00039113,,,
14408,2026-06-21T19:40:00,DELETE,TC-00004976,,,
14409,2026-06-21T15:40:00,DELETE,TC-00021391,,,
14410,2026-06-21T23:40:00,DELETE,TC-00030476,,,
14411,2026-06-21T10:37:00,DELETE,TC-00047227,,,
14412,2026-06-21T03:54:00,DELETE,TC-00058666,,,
14413,2026-06-21T00:23:00,DELETE,TC-00044562,,,
14414,2026-06-21T11:35:00,DELETE,TC-00054759,,,
14415,2026-06-21T01:56:00,DELETE,TC-00058430,,,
14416,2026-06-21T05:24:00,DELETE,TC-00016595,,,
14417,2026-06-21T05:49:00,DELETE,TC-00031646,,,
14418,2026-06-21T12:00:00,DELETE,TC-00014510,,,
14419,2026-06-21T06:01:00,DELETE,0000045597,,,
14420,2026-06-21T19:14:00,DELETE,TC-00046817,,,
14421,2026-06-21T11:14:00,DELETE,TC-00007802,,,
14422,2026-06-21T15:19:00,DELETE,TC-00052894,,,
14423,2026-06-21T18:23:00,DELETE,0000052112,,,
14424,2026-06-21T22:27:00,DELETE,TC-00034223,,,
14425,2026-06-21T09:23:00,DELETE,TC-00025736,,,
14426,2026-06-21T18:21:00,DELETE,TC-00022216,,,
14427,2026-06-21T22:59:00,DELETE,TC-00005972,,,
14428,2026-06-21T17:22:00,DELETE,TC-00019087,,,
14429,2026-06-21T18:09:00,DELETE,SIN-TARJETA,,,
14430,2026-06-21T10:02:00,DELETE,TC-00014083,,,
14431,2026-06-21T05:15:00,DELETE,TC-00012426,,,
14432,2026-06-21T21:40:00,DELETE,TC-00000395,,,
14433,2026-06-21T06:57:00,DELETE,TC-00055398,,,
14434,2026-06-21T07:29:00,DELETE,0000008510,,,
14435,2026-06-21T14:19:00,DELETE,TC-00020873,,,
14436,2026-06-21T08:14:00,DELETE,TC-00056827,,,
14437,2026-06-21T15:31:00,DELETE,MR0056895,,,
14438,2026-06-21T22:50:00,DELETE,0000040940,,,
14439,2026-06-21T13:46:00,DELETE,SIN-TARJETA,,,
14440,2026-06-21T18:12:00,DELETE,TC-00013708,,,
14441,2026-06-21T08:25:00,DELETE,TC-00054489,,,
14442,2026-06-21T08:47:00,DELETE,0000009483,,,
14443,2026-06-21T05:37:00,DELETE,TC-00054275,,,
14444,2026-06-21T18:14:00,DELETE,0000044024,,,
14445,2026-06-21T02:43:00,DELETE,TC-00004924,,,
14446,2026-06-21T05:09:00,DELETE,0000001602,,,
14447,2026-06-21T12:31:00,DELETE,0000003021,,,
14448,2026-06-21T10:58:00,DELETE,TC-00049977,,,
14449,2026-06-21T03:21:00,DELETE,0000023405,,,
14450,2026-06-21T14:46:00,DELETE,TC-00002582,,,
14451,2026-06-21T10:31:00,DELETE,0000008242,,,
14452,2026-06-21T03:42:00,DELETE,TC-00033095,,,
14453,2026-06-21T04:28:00,DELETE,TC-00038484,,,
14454,2026-06-21T10:10:00,DELETE,TC-00010676,,,
14455,2026-06-21T15:31:00,DELETE,TC-00007756,,,
14456,2026-06-21T19:05:00,DELETE,TC-00029147,,,
14457,2026-06-21T17:42:00,DELETE,TC-00026164,,,
14458,2026-06-21T22:06:00,DELETE,TC-00017739,,,
14459,2026-06-21T00:38:00,DELETE,TC-00002393,,,
14460,2026-06-21T13:28:00,DELETE,TC-00030108,,,
14461,2026-06-21T21:12:00,DELETE,SIN-TARJETA,,,
14462,2026-06-21T02:11:00,DELETE,TC-00022151,,,
14463,2026-06-21T22:14:00,DELETE,TC-00021086,,,
14464,2026-06-21T00:24:00,DELETE,SIN-TARJETA,,,
14465,2026-06-21T12:51:00,DELETE,SIN-TARJETA,,,
14466,2026-06-21T14:50:00,DELETE,0000010473,,,
14467,2026-06-21T23:13:00,DELETE,0000040499,,,
14468,2026-06-21T11:10:00,DELETE,TC-00025707,,,
14469,2026-06-21T22:23:00,DELETE,TC-00029250,,,
14470,2026-06-21T19:04:00,DELETE,0000033934,,,
14471,2026-06-21T04:05:00,DELETE,SIN-TARJETA,,,
14472,2026-06-21T13:22:00,DELETE,TC-00041038,,,
14473,2026-06-21T03:20:00,DELETE,TC-00026981,,,
14474,2026-06-21T11:16:00,DELETE,SIN-TARJETA,,,
14475,2026-06-21T16:07:00,DELETE,0000037362,,,
14476,2026-06-21T11:26:00,DELETE,TC-00005435,,,
14477,2026-06-21T17:20:00,DELETE,TC-00036679,,,
14478,2026-06-21T20:06:00,DELETE,0000055587,,,
14479,2026-06-21T05:09:00,DELETE,MR0042311,,,
14480,2026-06-21T23:41:00,DELETE,TC-00009051,,,
14481,2026-06-21T12:02:00,DELETE,0000031960,,,
14482,2026-06-21T04:47:00,DELETE,SIN-TARJETA,,,
14483,2026-06-21T12:18:00,DELETE,0000006564,,,
14484,2026-06-21T11:26:00,DELETE,TC-00003103,,,
14485,2026-06-21T02:47:00,DELETE,TC-00057900,,,
14486,2026-06-21T00:45:00,DELETE,TC-00000548,,,
14487,2026-06-21T21:16:00,DELETE,SIN-TARJETA,,,
14488,2026-06-21T04:29:00,DELETE,TC-00022472,,,
14489,2026-06-21T08:21:00,DELETE,SIN-TARJETA,,,
14490,2026-06-21T10:40:00,DELETE,TC-00050814,,,
14491,2026-06-22T06:13:00,INSERT,TC-00005225,trabajador,San Miguel Petapa,ACTIVA
14492,2026-06-22T08:50:00,INSERT,TC-00035887,trabajador,Santa Catarina Pinula,ACTIVA
14493,2026-06-22T13:10:00,INSERT,0000006525,trabajador,Zona 4,ACTIVA
14494,2026-06-22T16:14:00,INSERT,TC-00030565,estudiante,Zona 1,ACTIVA
14495,2026-06-22T21:59:00,INSERT,TC-00056276,trabajador,Santa Catarina Pinula,ACTIVA
14496,2026-06-22T13:41:00,INSERT,TC-00058282,estudiante,Zona 12,ACTIVA
14497,2026-06-22T00:50:00,INSERT,TC-00023610,trabajador,Zona 18,ACTIVA
14498,2026-06-22T12:24:00,INSERT,TC-00001351,trabajador,Mixco,ACTIVA
14499,2026-06-22T16:48:00,INSERT,TC-00029574,adulto_mayor,San Miguel Petapa,ACTIVA
14500,2026-06-22T09:05:00,INSERT,TC-00045759,trabajador,Villa Nueva,ACTIVA
14501,2026-06-22T16:18:00,INSERT,TC-00026874,trabajador,San Miguel Petapa,ACTIVA
14502,2026-06-22T23:10:00,INSERT,SIN-TARJETA,estudiante,Mixco,ACTIVA
14503,2026-06-22T21:17:00,INSERT,TC-00031404,adulto_mayor,Villa Nueva,ACTIVA
14504,2026-06-22T14:08:00,INSERT,TC-00022498,estudiante,Zona 18,ACTIVA
14505,2026-06-22T09:20:00,INSERT,TC-00015385,trabajador,Zona 6,ACTIVA
14506,2026-06-22T13:45:00,INSERT,TC-00044157,trabajador,Zona 13,ACTIVA
14507,2026-06-22T21:14:00,INSERT,0000023484,trabajador,Zona 6,ACTIVA
14508,2026-06-22T23:28:00,INSERT,MR0022354,trabajador,Zona 8,ACTIVA
14509,2026-06-22T17:32:00,INSERT,0000055681,adulto_mayor,Villa Nueva,ACTIVA
14510,2026-06-22T22:53:00,INSERT,0000038871,trabajador,Zona 10,ACTIVA
14511,2026-06-22T18:41:00,INSERT,0000013154,trabajador,Villa Nueva,ACTIVA
14512,2026-06-22T16:46:00,INSERT,TC-00020938,estudiante,Mixco,ACTIVA
14513,2026-06-22T16:22:00,INSERT,TC-00041960,trabajador,Santa Catarina Pinula,ACTIVA
14514,2026-06-22T13:10:00,INSERT,TC-00026880,general,Zona 13,ACTIVA
14515,2026-06-22T07:24:00,INSERT,TC-00059652,general,Zona 7,ACTIVA
14516,2026-06-22T23:59:00,INSERT,TC-00039478,adulto_mayor,Zona 8,ACTIVA
14517,2026-06-22T13:34:00,INSERT,0000006670,estudiante,Zona 1,ACTIVA
14518,2026-06-22T15:55:00,INSERT,TC-00007220,general,Zona 17,ACTIVA
14519,2026-06-22T05:32:00,INSERT,TC-00017158,general,Santa Catarina Pinula,ACTIVA
14520,2026-06-22T17:00:00,INSERT,SIN-TARJETA,general,Zona 13,ACTIVA
14521,2026-06-22T03:27:00,INSERT,SIN-TARJETA,estudiante,Zona 6,ACTIVA
14522,2026-06-22T03:21:00,INSERT,TC-00020373,trabajador,Zona 7,ACTIVA
14523,2026-06-22T21:56:00,INSERT,TC-00055501,estudiante,Zona 9,ACTIVA
14524,2026-06-22T02:57:00,INSERT,TC-00057713,estudiante,Zona 12,ACTIVA
14525,2026-06-22T07:51:00,INSERT,TC-00048491,general,Zona 10,ACTIVA
14526,2026-06-22T00:19:00,INSERT,TC-00040768,trabajador,Zona 11,ACTIVA
14527,2026-06-22T22:39:00,INSERT,TC-00036674,trabajador,Zona 9,ACTIVA
14528,2026-06-22T03:23:00,INSERT,TC-00003961,trabajador,Zona 1,ACTIVA
14529,2026-06-22T21:20:00,INSERT,0000056945,adulto_mayor,Zona 9,ACTIVA
14530,2026-06-22T17:16:00,INSERT,MR0055305,trabajador,Zona 7,ACTIVA
14531,2026-06-22T03:49:00,INSERT,TC-00023665,general,Zona 18,ACTIVA
14532,2026-06-22T15:25:00,INSERT,TC-00056719,estudiante,Zona 10,ACTIVA
14533,2026-06-22T07:06:00,INSERT,TC-00059563,adulto_mayor,Zona 18,ACTIVA
14534,2026-06-22T02:34:00,INSERT,TC-00007139,adulto_mayor,Santa Catarina Pinula,ACTIVA
14535,2026-06-22T21:52:00,INSERT,TC-00050924,estudiante,Zona 10,ACTIVA
14536,2026-06-22T01:01:00,INSERT,TC-00040827,trabajador,Zona 17,ACTIVA
14537,2026-06-22T05:06:00,INSERT,TC-00026887,trabajador,Zona 18,ACTIVA
14538,2026-06-22T00:53:00,INSERT,TC-00050942,trabajador,Zona 11,ACTIVA
14539,2026-06-22T07:12:00,INSERT,MR0042311,trabajador,Zona 10,ACTIVA
14540,2026-06-22T18:14:00,INSERT,TC-00045683,estudiante,Zona 8,ACTIVA
14541,2026-06-22T12:07:00,INSERT,TC-00026224,adulto_mayor,Zona 11,ACTIVA
14542,2026-06-22T00:18:00,INSERT,TC-00055494,trabajador,Zona 1,ACTIVA
14543,2026-06-22T20:41:00,INSERT,TC-00045761,trabajador,Zona 9,ACTIVA
14544,2026-06-22T07:02:00,INSERT,TC-00051496,adulto_mayor,Zona 7,ACTIVA
14545,2026-06-22T13:27:00,INSERT,0000036603,general,Zona 9,ACTIVA
14546,2026-06-22T14:16:00,INSERT,TC-00020329,trabajador,Zona 4,ACTIVA
14547,2026-06-22T08:38:00,INSERT,TC-00005936,trabajador,Zona 12,ACTIVA
14548,2026-06-22T10:53:00,INSERT,TC-00015150,trabajador,Mixco,ACTIVA
14549,2026-06-22T16:22:00,INSERT,TC-00051955,adulto_mayor,Santa Catarina Pinula,ACTIVA
14550,2026-06-22T16:24:00,INSERT,TC-00000887,trabajador,Zona 11,ACTIVA
14551,2026-06-22T12:59:00,INSERT,TC-00009759,trabajador,Zona 12,ACTIVA
14552,2026-06-22T12:09:00,INSERT,TC-00054593,trabajador,Zona 11,ACTIVA
14553,2026-06-22T07:21:00,INSERT,TC-00055859,trabajador,Zona 17,ACTIVA
14554,2026-06-22T13:36:00,INSERT,TC-00019092,general,San Miguel Petapa,ACTIVA
14555,2026-06-22T09:41:00,INSERT,SIN-TARJETA,general,Zona 18,ACTIVA
14556,2026-06-22T13:44:00,INSERT,TC-00011289,trabajador,San Miguel Petapa,ACTIVA
14557,2026-06-22T05:05:00,INSERT,TC-00049753,general,Santa Catarina Pinula,ACTIVA
14558,2026-06-22T18:59:00,INSERT,TC-00009328,trabajador,Mixco,ACTIVA
14559,2026-06-22T15:38:00,INSERT,TC-00027120,trabajador,Zona 18,ACTIVA
14560,2026-06-22T12:07:00,INSERT,TC-00047722,estudiante,Zona 7,ACTIVA
14561,2026-06-22T19:28:00,INSERT,TC-00036953,trabajador,Zona 17,ACTIVA
14562,2026-06-22T03:58:00,INSERT,TC-00030644,trabajador,Zona 1,ACTIVA
14563,2026-06-22T21:38:00,INSERT,TC-00048385,trabajador,Zona 9,ACTIVA
14564,2026-06-22T08:53:00,INSERT,TC-00012631,general,Zona 12,ACTIVA
14565,2026-06-22T23:56:00,INSERT,TC-00015271,trabajador,Zona 4,ACTIVA
14566,2026-06-22T22:56:00,INSERT,TC-00040266,trabajador,Zona 10,ACTIVA
14567,2026-06-22T00:08:00,INSERT,SIN-TARJETA,trabajador,Zona 10,ACTIVA
14568,2026-06-22T05:32:00,INSERT,TC-00046077,trabajador,Zona 13,ACTIVA
14569,2026-06-22T18:57:00,INSERT,TC-00037403,trabajador,Zona 18,ACTIVA
14570,2026-06-22T17:15:00,INSERT,TC-00052614,general,Zona 6,ACTIVA
14571,2026-06-22T03:36:00,INSERT,SIN-TARJETA,general,Villa Nueva,ACTIVA
14572,2026-06-22T22:38:00,INSERT,TC-00046622,trabajador,Santa Catarina Pinula,ACTIVA
14573,2026-06-22T12:21:00,INSERT,TC-00037475,trabajador,Zona 12,ACTIVA
14574,2026-06-22T23:49:00,INSERT,TC-00059981,trabajador,Zona 13,ACTIVA
14575,2026-06-22T02:11:00,INSERT,TC-00048642,trabajador,Santa Catarina Pinula,ACTIVA
14576,2026-06-22T13:01:00,INSERT,TC-00030372,adulto_mayor,Zona 4,ACTIVA
14577,2026-06-22T19:13:00,INSERT,SIN-TARJETA,trabajador,Zona 10,ACTIVA
14578,2026-06-22T07:11:00,INSERT,SIN-TARJETA,estudiante,Zona 12,ACTIVA
14579,2026-06-22T20:39:00,INSERT,TC-00033936,trabajador,Mixco,ACTIVA
14580,2026-06-22T12:47:00,INSERT,TC-00054168,trabajador,Santa Catarina Pinula,ACTIVA
14581,2026-06-22T06:45:00,INSERT,TC-00021824,general,Zona 17,ACTIVA
14582,2026-06-22T12:30:00,INSERT,TC-00008766,trabajador,Zona 11,ACTIVA
14583,2026-06-22T08:44:00,INSERT,TC-00030222,trabajador,Zona 1,ACTIVA
14584,2026-06-22T01:34:00,INSERT,TC-00042215,general,Zona 10,ACTIVA
14585,2026-06-22T20:03:00,INSERT,TC-00011988,trabajador,Zona 8,ACTIVA
14586,2026-06-22T18:50:00,INSERT,0000056254,trabajador,Zona 1,ACTIVA
14587,2026-06-22T03:22:00,INSERT,TC-00049068,general,Villa Nueva,ACTIVA
14588,2026-06-22T14:23:00,INSERT,MR0053822,adulto_mayor,Zona 10,ACTIVA
14589,2026-06-22T21:58:00,INSERT,TC-00029331,trabajador,Zona 12,ACTIVA
14590,2026-06-22T10:32:00,INSERT,TC-00050876,general,Zona 1,ACTIVA
14591,2026-06-22T11:20:00,INSERT,TC-00016473,trabajador,San Miguel Petapa,ACTIVA
14592,2026-06-22T12:21:00,INSERT,TC-00046041,estudiante,Villa Nueva,ACTIVA
14593,2026-06-22T01:36:00,INSERT,TC-00007042,estudiante,Zona 12,ACTIVA
14594,2026-06-22T04:20:00,INSERT,TC-00046862,adulto_mayor,Zona 9,ACTIVA
14595,2026-06-22T10:49:00,INSERT,TC-00015544,trabajador,Zona 12,ACTIVA
14596,2026-06-22T15:42:00,INSERT,TC-00055199,trabajador,Zona 13,ACTIVA
14597,2026-06-22T13:21:00,INSERT,TC-00033860,trabajador,Zona 18,ACTIVA
14598,2026-06-22T00:57:00,INSERT,0000000759,general,Zona 4,ACTIVA
14599,2026-06-22T03:07:00,INSERT,TC-00040574,trabajador,Zona 11,ACTIVA
14600,2026-06-22T01:06:00,INSERT,0000055524,general,Zona 6,ACTIVA
14601,2026-06-22T00:37:00,INSERT,0000027785,trabajador,Zona 4,ACTIVA
14602,2026-06-22T08:02:00,INSERT,TC-00041574,trabajador,Santa Catarina Pinula,ACTIVA
14603,2026-06-22T22:48:00,INSERT,TC-00009650,estudiante,Zona 6,ACTIVA
14604,2026-06-22T06:32:00,INSERT,SIN-TARJETA,estudiante,Santa Catarina Pinula,ACTIVA
14605,2026-06-22T14:50:00,INSERT,TC-00032166,trabajador,Zona 7,ACTIVA
14606,2026-06-22T12:22:00,INSERT,TC-00036283,estudiante,Zona 11,ACTIVA
14607,2026-06-22T00:03:00,INSERT,TC-00004197,trabajador,Mixco,ACTIVA
14608,2026-06-22T09:01:00,INSERT,TC-00055718,general,Zona 9,ACTIVA
14609,2026-06-22T19:33:00,INSERT,TC-00012509,adulto_mayor,Zona 7,ACTIVA
14610,2026-06-22T20:10:00,INSERT,TC-00043028,estudiante,Mixco,ACTIVA
14611,2026-06-22T23:55:00,INSERT,TC-00011520,trabajador,Santa Catarina Pinula,ACTIVA
14612,2026-06-22T09:50:00,INSERT,TC-00050229,trabajador,Zona 11,ACTIVA
14613,2026-06-22T12:19:00,INSERT,TC-00046338,general,Zona 11,ACTIVA
14614,2026-06-22T12:24:00,INSERT,SIN-TARJETA,general,Zona 9,ACTIVA
14615,2026-06-22T04:04:00,INSERT,0000037110,general,Zona 9,ACTIVA
14616,2026-06-22T23:20:00,INSERT,TC-00028657,general,Zona 17,ACTIVA
14617,2026-06-22T23:53:00,INSERT,TC-00029808,trabajador,Zona 4,ACTIVA
14618,2026-06-22T09:14:00,INSERT,TC-00054601,trabajador,Zona 18,ACTIVA
14619,2026-06-22T22:57:00,INSERT,TC-00051290,trabajador,Zona 8,ACTIVA
14620,2026-06-22T21:11:00,INSERT,TC-00047146,trabajador,Zona 18,ACTIVA
14621,2026-06-22T13:11:00,INSERT,TC-00014033,trabajador,San Miguel Petapa,ACTIVA
14622,2026-06-22T15:38:00,INSERT,TC-00018197,general,San Miguel Petapa,ACTIVA
14623,2026-06-22T18:55:00,INSERT,TC-00020731,trabajador,Santa Catarina Pinula,ACTIVA
14624,2026-06-22T04:09:00,INSERT,TC-00054201,trabajador,San Miguel Petapa,ACTIVA
14625,2026-06-22T19:52:00,INSERT,TC-00039050,estudiante,Zona 8,ACTIVA
14626,2026-06-22T16:50:00,INSERT,TC-00032779,trabajador,Zona 1,ACTIVA
14627,2026-06-22T08:02:00,INSERT,SIN-TARJETA,adulto_mayor,Zona 7,ACTIVA
14628,2026-06-22T16:54:00,INSERT,TC-00050421,trabajador,Zona 4,ACTIVA
14629,2026-06-22T14:01:00,INSERT,TC-00011037,trabajador,Zona 6,ACTIVA
14630,2026-06-22T17:32:00,INSERT,TC-00030507,trabajador,Santa Catarina Pinula,ACTIVA
14631,2026-06-22T09:10:00,INSERT,TC-00051407,trabajador,Villa Nueva,ACTIVA
14632,2026-06-22T15:18:00,INSERT,TC-00046638,trabajador,Zona 1,ACTIVA
14633,2026-06-22T03:44:00,INSERT,TC-00013096,trabajador,Mixco,ACTIVA
14634,2026-06-22T23:53:00,INSERT,TC-00059264,trabajador,Zona 6,ACTIVA
14635,2026-06-22T06:53:00,INSERT,TC-00058070,general,Zona 12,ACTIVA
14636,2026-06-22T19:35:00,INSERT,TC-00004004,trabajador,Santa Catarina Pinula,ACTIVA
14637,2026-06-22T16:54:00,INSERT,SIN-TARJETA,adulto_mayor,Villa Nueva,ACTIVA
14638,2026-06-22T18:30:00,INSERT,TC-00016601,adulto_mayor,Zona 7,ACTIVA
14639,2026-06-22T20:06:00,INSERT,TC-00034003,trabajador,Zona 4,ACTIVA
14640,2026-06-22T06:47:00,INSERT,0000020247,trabajador,San Miguel Petapa,ACTIVA
14641,2026-06-22T11:54:00,INSERT,0000032221,trabajador,Zona 6,ACTIVA
14642,2026-06-22T15:01:00,INSERT,TC-00018656,trabajador,Santa Catarina Pinula,ACTIVA
14643,2026-06-22T15:01:00,INSERT,TC-00014697,trabajador,Zona 8,ACTIVA
14644,2026-06-22T12:24:00,INSERT,TC-00017711,trabajador,Zona 7,ACTIVA
14645,2026-06-22T01:59:00,INSERT,SIN-TARJETA,general,Zona 4,ACTIVA
14646,2026-06-22T06:50:00,INSERT,TC-00006101,trabajador,Zona 6,ACTIVA
14647,2026-06-22T20:35:00,INSERT,0000052039,estudiante,Zona 12,ACTIVA
14648,2026-06-22T01:51:00,INSERT,0000023265,trabajador,Zona 4,ACTIVA
14649,2026-06-22T18:58:00,INSERT,TC-00047883,trabajador,Zona 4,ACTIVA
14650,2026-06-22T09:50:00,INSERT,TC-00058804,estudiante,Zona 4,ACTIVA
14651,2026-06-22T22:32:00,INSERT,TC-00010755,trabajador,Zona 7,ACTIVA
14652,2026-06-22T23:00:00,INSERT,0000011775,trabajador,Zona 17,ACTIVA
14653,2026-06-22T20:44:00,INSERT,TC-00047958,trabajador,Mixco,ACTIVA
14654,2026-06-22T04:21:00,INSERT,TC-00019415,trabajador,Zona 18,ACTIVA
14655,2026-06-22T07:30:00,INSERT,0000053181,trabajador,Zona 13,ACTIVA
14656,2026-06-22T13:47:00,INSERT,SIN-TARJETA,trabajador,Zona 7,ACTIVA
14657,2026-06-22T07:38:00,INSERT,TC-00016464,trabajador,Zona 8,ACTIVA
14658,2026-06-22T16:16:00,INSERT,TC-00025182,trabajador,Zona 1,ACTIVA
14659,2026-06-22T03:53:00,INSERT,TC-00001611,trabajador,Zona 17,ACTIVA
14660,2026-06-22T23:28:00,INSERT,0000038052,estudiante,Zona 12,ACTIVA
14661,2026-06-22T22:21:00,INSERT,0000036023,trabajador,Zona 8,ACTIVA
14662,2026-06-22T13:18:00,INSERT,TC-00011961,estudiante,Zona 11,ACTIVA
14663,2026-06-22T20:55:00,INSERT,TC-00019155,estudiante,Zona 13,ACTIVA
14664,2026-06-22T15:58:00,INSERT,TC-00058342,adulto_mayor,Zona 12,ACTIVA
14665,2026-06-22T21:44:00,INSERT,TC-00024038,estudiante,Zona 4,ACTIVA
14666,2026-06-22T05:22:00,INSERT,TC-00031385,trabajador,Zona 6,ACTIVA
14667,2026-06-22T07:46:00,INSERT,0000012656,trabajador,Zona 1,ACTIVA
14668,2026-06-22T21:56:00,INSERT,TC-00009711,general,Zona 9,ACTIVA
14669,2026-06-22T00:33:00,INSERT,TC-00029275,adulto_mayor,Zona 7,ACTIVA
14670,2026-06-22T18:01:00,INSERT,TC-00035045,adulto_mayor,San Miguel Petapa,ACTIVA
14671,2026-06-22T07:02:00,INSERT,TC-00010938,trabajador,Zona 13,ACTIVA
14672,2026-06-22T10:27:00,INSERT,TC-00027227,general,Zona 11,ACTIVA
14673,2026-06-22T10:21:00,INSERT,SIN-TARJETA,trabajador,Zona 13,ACTIVA
14674,2026-06-22T15:48:00,INSERT,SIN-TARJETA,trabajador,Zona 17,ACTIVA
14675,2026-06-22T21:10:00,INSERT,TC-00001908,adulto_mayor,Zona 12,ACTIVA
14676,2026-06-22T19:19:00,INSERT,SIN-TARJETA,general,Mixco,ACTIVA
14677,2026-06-22T14:46:00,INSERT,TC-00039435,trabajador,Zona 1,ACTIVA
14678,2026-06-22T09:26:00,INSERT,MR0015495,trabajador,San Miguel Petapa,ACTIVA
14679,2026-06-22T20:26:00,INSERT,TC-00039963,general,Zona 8,ACTIVA
14680,2026-06-22T23:54:00,INSERT,TC-00001819,estudiante,Zona 10,ACTIVA
14681,2026-06-22T16:47:00,INSERT,0000055330,trabajador,Zona 10,ACTIVA
14682,2026-06-22T18:31:00,INSERT,TC-00010469,estudiante,Zona 18,ACTIVA
14683,2026-06-22T10:15:00,INSERT,TC-00034900,estudiante,Zona 8,ACTIVA
14684,2026-06-22T06:41:00,INSERT,TC-00027842,adulto_mayor,Zona 4,ACTIVA
14685,2026-06-22T12:16:00,INSERT,TC-00035275,trabajador,Zona 12,ACTIVA
